chr11	6598220	6598268	9	22	22	15	32	5	44	3	18	59	65	39	36	14	10	34	43	32	26	48	43	15	17	45	7	62	33	7
chr11	31802743	31802829	0	3	0	9	19	0	1708	94	1	247	3445	122	14	0	25	56	96	1327	82	1024	14	0	0	12	1	14	8	0
chr11	65855088	65855186	2939	4593	5377	5509	6579	3697	2743	151	3942	3519	2828	6974	855	4166	7855	7504	6463	2208	4553	2396	3505	3209	3906	2651	3120	4404	9031	3703
chrX	37839369	37839438	35	66	32	1	36	54	201	17	30	227	277	53	129	0	2	62	13	151	16	171	619	50	32	73	39	690	110	61
chrX	74079855	74079908	0	0	0	0	1	0	16	0	0	14	24	3	0	0	1	0	4	10	0	7	7	0	0	9	0	10	0	0
chrX	153725842	153725906	89	110	171	376	246	89	118	4	118	63	104	211	3	67	327	367	183	71	155	71	2	124	79	11	87	7	197	125
chr15	79004297	79004468	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	2	4	0	0	2	1	4	2	0
chr15	82372300	82372389	12980	16337	15954	14836	9560	18344	10310	538	13815	9861	9495	9950	4476	15775	2884	13362	11907	10759	8340	8685	5888	20024	10248	5496	13821	4630	10416	20189
chr15	101708801	101708875	33	28	46	36	42	41	170	2	36	184	162	36	25	36	14	53	46	120	32	200	53	48	28	29	38	33	67	40
chr16	24721992	24722084	1	0	0	0	0	0	6	0	0	10	5	0	15	0	0	0	0	8	0	13	13	2	0	5	1	14	0	0
chr2	25231566	25231667	61	59	88	78	82	78	303	5	85	172	310	76	14	59	53	85	138	152	74	243	43	90	52	75	66	50	115	88
chr2	75661818	75661855	88	96	146	73	68	132	83	2	110	75	89	104	24	79	43	122	111	92	85	79	61	180	70	53	134	87	126	137
chr2	121337773	121337821	4	12	20	16	21	2	23	0	10	25	32	13	114	6	0	12	24	18	12	27	100	7	6	165	5	133	20	9
chr9	27328707	27328777	242	153	336	31	139	224	49	0	297	11	104	223	0	235	58	259	249	38	226	27	26	386	142	11	193	41	61	396
chr9	110171068	110171132	85	149	193	233	294	122	233	5	153	69	187	226	56	119	61	250	280	157	171	195	112	106	75	90	123	132	268	92
chr9	114597664	114597794	3391	3699	4234	5973	4332	4681	2252	151	4415	3160	2175	4389	418	5621	3152	6246	4772	2122	3457	2188	1326	3729	4115	579	2628	1236	5882	4193
chr9	121784883	121785051	336	357	690	809	640	341	513	20	591	568	489	867	160	384	826	899	936	395	705	430	410	323	312	376	249	355	720	358
chr9	124353430	124353467	12	66	25	101	125	15	243	2	25	95	184	64	21	16	112	69	96	131	67	149	20	17	20	18	20	15	96	10
chr3	126597505	126597547	1	0	1	1	1	2	8	0	0	2	6	2	30	0	0	2	1	6	0	17	19	0	0	32	0	17	2	2
chr3	129280366	129280422	2	2	9	5	1	2	2	0	1	7	1	2	8	3	3	5	3	2	4	3	3	2	1	8	2	11	8	4
chr6	117907209	117907476	6	9	1	2	16	11	2	0	4	1	3	21	0	2	9	12	10	3	9	0	2	3	2	2	5	1	8	7
chr6	130052896	130052964	69	143	131	145	92	96	162	1	130	54	169	101	56	71	33	115	110	91	93	106	49	75	57	59	65	28	117	71
chr1	36428247	36428299	0	1	0	3	1	0	0	0	0	1	3	2	2	1	0	4	2	2	0	3	2	1	3	0	0	0	2	0
chr1	52464589	52464784	4	5	5	10	11	2	15	3	7	37	45	15	12	4	1	16	14	30	11	46	6	3	0	9	2	12	4	5
chr1	182887532	182887586	1524	2109	2649	1513	2296	1861	433	17	2544	554	625	2804	169	2739	518	3062	2757	342	1882	386	461	1692	1475	384	1508	468	2351	1406
chr4	109710859	109710924	62	61	66	87	35	94	339	15	50	387	209	58	112	57	7	60	49	346	34	268	231	80	47	137	76	251	56	135
chr4	137521493	137521575	499	1057	184	819	1296	912	306	4	229	325	166	509	5	702	1410	1148	3340	198	1515	257	14	740	228	36	441	12	606	424
chr7	44104500	44104621	43	155	144	300	199	67	323	29	71	272	283	190	0	89	306	131	155	376	98	465	0	63	40	5	42	1	153	60
chr7	79459638	79459688	12	31	14	193	175	11	331	5	6	274	414	110	101	4	26	95	120	259	72	223	97	13	8	102	11	109	165	19
chr7	141655248	141655308	13	11	24	7	10	14	36	2	23	49	68	22	13	7	7	23	24	29	12	35	40	17	5	31	17	35	16	11
chr7	141841401	141841509	0	0	0	0	1	0	9	1	0	12	7	0	1	0	0	1	1	7	0	8	1	0	0	3	1	1	0	0
chr12	55410283	55410331	1529	1036	2175	1171	944	1923	382	16	2055	799	424	1161	101	1751	445	1255	862	362	724	431	472	2051	1626	265	1632	482	1830	2253
chr12	56591167	56591224	18	49	24	107	122	43	195	6	27	121	149	72	7	19	45	79	77	158	54	146	5	30	16	15	27	4	131	61
chr5	72203564	72203625	25	125	122	179	235	51	299	7	81	370	309	198	23	48	412	424	303	191	189	370	231	35	40	51	40	184	272	33
chr5	136988472	136988544	140	2899	89	744	456	228	2067	59	134	341	1928	1180	80	159	552	392	560	1273	206	645	563	177	167	147	164	321	436	196
chr13	94448516	94448591	0	0	0	0	0	0	165	1	0	12	89	1	0	0	0	0	0	109	0	120	1	0	0	0	0	2	0	0
chr8	23087105	23087184	0	0	0	1	0	0	2	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	32929073	32929137	3	8	20	3	15	3	100	3	14	17	50	15	1	5	14	9	19	40	14	103	8	3	7	2	7	5	16	3
chr17	35011899	35011965	517	305	499	332	240	792	127	8	595	149	152	375	30	385	253	377	297	96	247	109	117	475	448	36	339	70	414	659
chr17	35844571	35844678	179	416	666	173	299	269	698	18	353	625	788	549	160	277	351	229	349	623	217	694	219	310	238	195	291	253	207	227
chr17	35844571	35844747	267	658	1035	262	507	376	1089	44	559	939	1202	856	215	388	501	338	528	985	296	1063	316	500	367	300	467	379	310	332
chr17	35844571	35844906	258	630	1062	250	467	362	1041	30	557	998	1138	891	249	416	465	383	505	922	308	1036	337	461	362	284	475	360	355	311
chr17	35844571	35844771	255	656	981	258	499	391	1052	38	545	997	1193	825	223	388	452	355	533	987	269	1047	294	479	344	288	462	381	323	333
chr19	3575559	3575640	1297	1957	2328	1544	1410	1598	475	19	1605	403	540	1821	26	1332	1767	1543	1336	403	1199	477	101	1638	1802	171	1552	66	1412	1920
chr19	5667112	5667148	73	125	238	73	135	51	427	41	162	651	489	260	35	96	203	123	139	428	112	453	113	119	65	98	125	137	156	121
chr19	10863150	10863222	0	0	0	0	0	0	4	0	1	0	2	0	0	0	1	0	0	1	0	1	0	0	0	0	2	0	0	0
chr19	55090921	55091135	314	419	740	658	567	449	125	5	615	181	221	672	79	482	588	636	661	114	451	144	487	374	285	137	359	447	598	444
chr14	20721660	20721721	356	595	528	518	532	439	162	5	529	202	162	446	6	498	258	480	383	127	342	134	33	350	435	45	349	33	530	395
chr14	54962962	54963020	264	409	355	131	276	424	55	2	323	53	98	327	25	486	44	200	198	60	194	73	17	457	289	10	323	21	222	254
chr14	75036212	75036254	1	1	3	2	0	0	5	0	0	6	8	1	18	1	0	0	2	6	0	7	8	0	0	16	0	15	0	2
chr14	103685819	103685862	233	272	394	550	416	234	375	18	295	576	185	605	316	390	162	843	753	249	504	427	3231	209	155	698	83	3320	506	214
chr12	89348450	89348567	1736	2118	3173	1948	1905	1491	105	6	2348	212	97	2175	425	1833	168	1510	2489	65	1285	119	530	1600	2248	497	1411	1159	3704	3575
chr15	44522729	44523028	0	0	1	1	0	0	1	0	1	2	0	0	4	0	0	0	1	0	0	0	1	0	0	0	0	3	1	0
chr7	19698339	19698403	213	265	243	329	267	216	70	7	232	181	65	248	364	480	34	336	204	63	148	71	162	223	278	132	193	177	390	186
chr7	43952852	43952895	48	94	88	199	169	104	79	1	119	73	79	101	34	65	186	189	165	49	146	90	178	93	56	49	81	94	151	117
chr7	80743715	80743792	0	16	1	113	224	1	429	12	0	269	138	152	13	3	2	60	77	295	31	233	69	0	0	90	0	35	93	5
chr7	130519295	130519355	1	2	4	2	4	0	121	8	0	410	134	0	286	0	0	2	6	121	1	162	160	0	0	274	0	226	1	0
chr7	130536912	130536982	0	0	1	0	0	0	60	0	0	101	41	4	205	0	4	3	5	47	1	60	181	0	0	333	0	244	0	1
chr7	141804415	141804609	0	0	0	0	0	0	1	0	0	1	0	1	3	0	0	0	0	3	0	0	3	0	0	5	0	2	3	0
chr14	24138154	24138236	153	179	220	140	113	183	244	9	163	278	172	251	34	133	244	267	173	227	180	212	38	190	121	34	106	32	176	246
chr19	4430575	4432054	65	44	163	16	89	75	26	1	106	44	159	106	3	68	60	68	60	22	51	34	9	103	91	3	103	26	52	62
chr19	17585008	17586009	0	2	2	0	2	0	0	0	0	0	1	0	1	0	0	2	0	1	1	0	0	0	0	2	2	1	3	0
chr19	44132945	44132999	19	13	11	22	20	19	53	0	12	32	50	12	13	28	7	23	24	31	12	52	23	21	17	15	14	13	25	20
chr19	57702177	57702344	75	69	101	96	64	82	165	0	89	97	163	73	53	87	13	101	89	95	50	123	53	121	54	73	61	74	72	96
